"pathway","pval","padj","log2err","ES","NES","size","leadingEdge","timepoint","celltype","sample","info"
"HALLMARK_MYC_TARGETS_V1",4.595815205636e-08,2.297907602818e-06,0.719512826338911,-0.852022855661977,-1.75574204394179,196,"RPS3;RPL18;RPS5;RPS6;RPS2;RPL34;RPL14;RPL6;EEF1B2;RACK1;RPL22;HNRNPC;RPLP0;RPS10;PPIA;NPM1;HNRNPA2B1;HSP90AB1;NAP1L1;HNRNPA1;SNRPD2;SLC25A3;HNRNPR;PSMA7;SET;RAN;HSPE1;SSBP1;LSM7;COX5A;PSMA2;HNRNPA3;SRSF3;CNBP;EIF4G2;PSMB3;SERBP1;ERH;BUB3;PSMD8;MCM6;SNRPG;C1QBP;DUT;SNRPB2;SNRPD1;NHP2;PTGES3;PSMD7;SYNCRIP;PHB2;PPM1G;NDUFAB1;PSMD14;DDX18;PSMB2;EIF4E;CCT3;G3BP1;PSMA4;DEK;ODC1;LDHA;DHX15;XRCC6;PGK1;RANBP1;GSPT1;EIF4H;HSPD1;SSB;CCT4;PSMA6;UBE2L3;TARDBP;HNRNPU;TUFM;NCBP1;LSM2;TRA2B;CCT7;TCP1;COPS5;ABCE1;MYC;PHB;EIF3D;CYC1;MRPL9;CBX3;SNRPA1;PCNA;SNRPA;CCT5;ILF2;SNRPD3;PSMC4;HDDC2;CANX;MRPL23;HPRT1;APEX1;SF3B3;NCBP2;ACP1;VBP1;GNL3;NME1;CLNS1A;IMPDH2;USP1;FBL","Long-term Post-flight","CD8 T","PBMC","Hallmark"
"HALLMARK_OXIDATIVE_PHOSPHORYLATION",7.48941289623919e-07,1.8723532240598e-05,0.659444398037935,-0.833413314955926,-1.71377000395411,200,"COX4I1;COX7C;NDUFA4;UQCRB;COX6C;LDHB;COX6A1;ATP6V1G1;ATP5MG;ATP5F1E;COX7A2;ATP5MC2;COX8A;COX6B1;COX5B;ATP5MC3;NDUFV2;NDUFA1;SLC25A3;NDUFB8;SLC25A6;COX7B;NDUFC2;NDUFB2;UQCR11;UQCRH;ATP5F1D;ATP5PO;UQCRFS1;NDUFB7;ATP6V0E1;NDUFB4;ATP5PF;ATP5MF;ATP5F1C;COX5A;LRPPRC;UQCR10;SLC25A5;ATP5F1A;OPA1;MDH1;ATP5MC1;NDUFA3;GPX4;NDUFS4;NDUFS7;ISCA1;ATP5PB;ATP5PD;MDH2;UQCRQ;ATP6V1F;MGST3;ISCU;NDUFA5;UQCRC2;ECH1;ATP6V1H;CYCS;PHB2;NDUFAB1;SUCLG1;NDUFA2;NDUFC1;NDUFS6;NDUFA7;NDUFA6;MRPS30;LDHA;ATP5F1B;NDUFB3;ATP5ME;NDUFA9;VDAC2;HSD17B10;BAX;TOMM22;DLD;SUPV3L1;NDUFB1;NDUFS8;MRPS22;ATP6V1E1;PDHB;MRPS12;MRPL34;CYC1;ATP6V0C;TIMM9;MRPL11;COX17;ETFB;SDHD;NDUFB6;NDUFV1;ATP6V0B;COX7A2L;NDUFB5;TIMM17A;TIMM8B;TIMM10;ACAA2;IDH3G;POLR2F;MRPS15;OXA1L;GRPEL1;ABCB7;FDX1;SDHA;TIMM13;HSPA9;GLUD1;ECHS1;NDUFS3;BDH2;IDH2;SURF1;NDUFS2;SDHC;DLST;NDUFA8;NDUFS1;CYB5A;VDAC3;VDAC1;MPC1;IMMT;AIFM1;PHYH;SUCLA2;CASP7","Long-term Post-flight","CD8 T","PBMC","Hallmark"
"HALLMARK_UV_RESPONSE_DN",0.000336239770631625,0.00560399617719375,0.49849310876659,0.688602279291337,1.57360467874912,140,"RUNX1;CELF2;PRKCA;INPP4B;SMAD3;NFKB1;PIK3CD;IGF1R;FYN;ABCC1;MAP2K5;PRKCE;ATXN1;ATP2B4;ADD3;PRDM2;TENT4A;ATP2B1;GRK5;MGMT;PTEN;ATRN;SFMBT1;NEK7;TGFBR2;NR1D2;ZMIZ1;PEX14;BCKDHB;PTPRM;WDR37;SYNJ2;CDK13;MAGI2;SYNE1;DLG1;DUSP1;TGFBR3","Long-term Post-flight","CD8 T","PBMC","Hallmark"
"HALLMARK_WNT_BETA_CATENIN_SIGNALING",0.00599988510398836,0.0499990425332363,0.407017918923954,0.804491561797465,1.55339185841934,41,"TCF7;LEF1;NCOR2;CTNNB1;NUMB;RBPJ;MAML1;CUL1;HDAC5;PPARD;AXIN1;TP53;NOTCH1;PTCH1","Long-term Post-flight","CD8 T","PBMC","Hallmark"
"HALLMARK_MITOTIC_SPINDLE",0.00099986651610889,0.0166644419351482,0.45505986738723,0.706321266241362,1.39570153580359,199,"ARHGEF3;RASA1;SSH2;DOCK2;NEDD9;CNTRL;NCK2;NIN;RAPGEF6;NF1;VCL;APC;RICTOR;PREX1;PCM1;CDK5RAP2;EPB41;ARFGEF1;KIFAP3;CD2AP;RABGAP1;DLG1;ROCK1;RANBP9;SOS1;PCGF5;TUBGCP3;NCK1;CEP192;NOTCH2;ABI1;PDLIM5;CLASP1;TIAM1;ALMS1;TLK1;AKAP13;KLC1;CDC27;LATS1;ARHGAP10;SEPTIN9;CEP250;WASF2;CLIP1;ARHGEF2;PKD2;CEP57;ARHGAP4;PPP4R2;BCL2L11;DYNC1H1;CCDC88A;PCNT;ABL1;SMC4;LRPPRC;TBCD;ARHGEF12;MARCKS;MYH10;HDAC6;TUBGCP5;WASL;NUMA1;ARHGAP5;SPTAN1;PALLD;RFC1;KIF22;GSN;CENPJ;TUBGCP6;MARK4;PAFAH1B1;STK38L;SPTBN1;CKAP5;RASA2;SUN2;BRCA2;KNTC1;RAB3GAP1;TUBGCP2","Immediately Post-flight","other T","PBMC","Hallmark"
"HALLMARK_MYC_TARGETS_V1",1.84649037853992e-08,9.2324518926996e-07,0.73376198835648,-0.769463444447477,-1.87057619352204,196,"RPS2;RPS3;RPL34;RPL18;RPS6;RPS5;RPL14;RPL6;RPLP0;RACK1;RPL22;RPS10;EEF1B2;PPIA;PABPC1;HSP90AB1;SET;DDX21;HNRNPC;PSMA7;NPM1;HNRNPA1;EIF4A1;SRSF7;LSM7;SNRPD2;NAP1L1;XRCC6;SLC25A3;COX5A;PSMD8;HSPE1;GSPT1;SSBP1;PSMB3;PSMA2;YWHAQ;RAN;CTPS1;NHP2;PGK1;PHB;C1QBP;TRA2B;PTGES3;EIF3D;LDHA;SSB;IFRD1;DEK;RANBP1;TXNL4A;PCBP1;SNRPD1;PSMD7;LSM2;ERH;FBL;EIF1AX;SNRPB2;EIF4H;PHB2;UBE2L3;SRSF3;ETF1;MRPL9;KPNA2;TUFM;PPM1G;SNRPG;PSMC4;MRPL23;CYC1;NDUFAB1;EIF3B;CCT4;SRSF2;CCT7;CNBP;IMPDH2;POLE3;NCBP2;DUT;RSL1D1;CCT3;ILF2;EIF4E;RRM1;ODC1;CCT5","Immediately Post-flight","other T","PBMC","Hallmark"
"HALLMARK_OXIDATIVE_PHOSPHORYLATION",0.000153077166839966,0.00382692917099916,0.518848077743792,-0.658484220017846,-1.58225293623742,200,"COX4I1;COX7C;ATP5F1E;ATP6V1G1;NDUFA4;COX6A1;ATP5MG;SLC25A6;COX6C;ATP5MC2;COX8A;UQCRB;UQCR11;NDUFA1;NDUFC2;ATP5F1D;NDUFB7;COX7A2;COX6B1;ATP6V0C;ATP5MC3;HSPA9;COX5B;LDHB;NDUFB8;SLC25A5;NDUFB2;UQCRH;GPX4;SLC25A3;ATP5F1B;ATP5PF;UQCR10;COX7B;COX5A;NDUFS6;ATP6V0B;UQCRQ;NDUFA3;CYCS;ATP5MF;ATP5ME;UQCRC2;ATP5PO;ATP6V1F;ATP6V0E1;NDUFS7;BAX;NDUFA6;TOMM22;ECH1;MDH2;NDUFB4;LDHA;NDUFA2;ATP5MC1;UQCRFS1;ATP5PB;NDUFB3;ISCU;MRPS15;HSD17B10;MDH1;PHB2;NDUFA5;NDUFA7;NDUFB6;TIMM13;ETFB;SUPV3L1;ATP5F1A;CYC1;NDUFAB1;SLC25A11;NDUFC1;ECHS1;MRPL34;ISCA1;CYB5R3;POLR2F;GRPEL1;MRPS12;NDUFS8;OXA1L;MGST3;SURF1;NDUFS3;COX17;IDH3B;COX7A2L;MRPL11;AFG3L2;UQCRC1;TIMM17A;ATP5F1C;VDAC1","Immediately Post-flight","other T","PBMC","Hallmark"
"HALLMARK_TNFA_SIGNALING_VIA_NFKB",0.00171776789973392,0.0214720987466739,0.45505986738723,-0.592412917127266,-1.42796052751808,197,"EIF1;CCL5;TNFAIP3;BTG1;FOS;JUNB;DUSP1;NFKBIA;DUSP2;NR4A2;CD69;KLF6;JUN;RELB;ZFP36;PER1;REL;PPP1R15A;FOSB;ID2;NR4A3;NFKB1;IRF1;PNRC1;LITAF;IER2;SQSTM1;CCNL1;B4GALT1;CCL4;BTG3;KLF2;BHLHE40;GADD45B;CEBPD;BTG2;MCL1;AREG;CD83;NAMPT;SOCS3;IRS2;SLC2A3;NINJ1;IL6ST;DUSP5;CEBPB","Immediately Post-flight","other T","PBMC","Hallmark"
"HALLMARK_UV_RESPONSE_DN",0.00289746692178077,0.0289746692178077,0.431707695803346,0.725742660112957,1.38771487701249,140,"RUNX1;INPP4B;SYNE1;NEK7;CELF2;ADD3;ATXN1;PTEN;SMAD3;ATRX;TGFBR3;PTPRM;CDK13;MAP2K5;AKT3;ATRN;TGFBR2;ATP2B4;ATP2C1;NIPBL;BCKDHB;WDR37;MGMT;DLG1;MAPK14;IGF1R;NOTCH2;PDLIM5;PIK3CD;PRKCA;PHF3;BMPR1A;SPOP;ARHGEF9;TOGARAM1;CDKN1B;AMPH;ATP2B1;ANXA4;MRPS31;FYN;TENT4A;PRKCE;AGGF1;SFMBT1;PRDM2;PRKAR2B;DYRK1A;MIOS;PIK3R3;INSIG1;ZMIZ1;RASA2","Immediately Post-flight","other T","PBMC","Hallmark"
"HALLMARK_MYC_TARGETS_V1",2.50000170340431e-10,1.25000085170216e-08,0.814035837847908,-0.868842156118518,-1.82160520799832,196,"RPS3;RPS2;RPL18;RPS5;RPL14;RPL34;RPS6;RPL6;RPLP0;EEF1B2;RACK1;PPIA;HNRNPC;HSP90AB1;RPL22;RPS10;NPM1;HNRNPA1;SET;HNRNPA2B1;SLC25A3;PSMA7;NAP1L1;HSPE1;SNRPD2;HNRNPR;RAN;LSM7;COX5A;SSBP1;SRSF3;HNRNPA3;CNBP;SERBP1;PSMB3;EIF4G2;ERH;SNRPB2;C1QBP;SNRPD1;EIF4A1;PSMD8;NHP2;PSMA2;DDX21;GSPT1;SRSF7;DUT;PTGES3;MCM6;NDUFAB1;SYNCRIP;PSMD7;PSMA4;DDX18;DEK;PGK1;SNRPG;XRCC6;PHB2;EIF4E;HNRNPU;GNL3;PSMB2;RANBP1;TUFM;CCT3;PHB;LDHA;CYC1;PPM1G;HSPD1;ODC1;CCT7;PSMD14;CCT5;TXNL4A;SSB;PABPC1;PSMA6;NCBP1;SNRPA1;BUB3;LSM2;UBE2L3;ABCE1;PSMC4;AP3S1;CTPS1;ILF2;SNRPD3;CBX3;MRPL23;CCT4;PRDX4;SNRPA;MRPL9;PA2G4;RSL1D1;YWHAQ;PCNA;DHX15;EIF3D;SRSF2;MYC;ACP1;FBL;VDAC1;EIF4H;APEX1;G3BP1;TCP1;RRM1;NME1;UBA2;POLE3;PSMC6;SRM;TARDBP","Long-term Post-flight","other T","PBMC","Hallmark"
"HALLMARK_OXIDATIVE_PHOSPHORYLATION",6.74272176103458e-08,1.68568044025864e-06,0.704975715167238,-0.838254898281628,-1.75407341751521,200,"COX7C;COX4I1;NDUFA4;COX6A1;COX6C;ATP6V1G1;COX7A2;ATP5F1E;ATP5MG;UQCRB;COX8A;NDUFB8;ATP5MC3;COX6B1;UQCR11;SLC25A6;ATP5MC2;NDUFA1;COX5B;SLC25A3;NDUFB7;COX7B;ATP5F1D;NDUFC2;LDHB;NDUFB2;NDUFV2;COX5A;ATP6V0E1;ATP5PF;SLC25A5;UQCRH;CYCS;ATP5MF;UQCR10;LRPPRC;ATP5PO;UQCRFS1;NDUFB4;ATP5F1A;ATP5F1C;NDUFS7;ATP6V1F;MDH2;GPX4;UQCRC2;UQCRQ;NDUFS6;MGST3;ATP5MC1;NDUFAB1;VDAC2;BAX;NDUFA3;ATP6V0C;ATP5F1B;NDUFA9;PHB2;ATP6V0B;ATP5PD;TOMM22;ISCA1;NDUFA2;NDUFS4;MDH1;NDUFA7;ECH1;LDHA;CYC1;NDUFA6;ATP5ME;NDUFA5;NDUFS8;NDUFB6;ATP5PB;NDUFC1;OPA1;HSD17B10;NDUFB3;ISCU;DLD;SUPV3L1;COX17;ATP6V1H;NDUFB1;SUCLG1;MRPL34;MRPS22;MRPS12;COX7A2L;MRPS15;ETFB;GLUD1;IDH3G;ACAA2;MRPL11;MRPS30;MPC1;SURF1;NDUFB5;TIMM13;FDX1;VDAC1;HSPA9;SDHD;TIMM9;NDUFS3;NDUFV1;SUCLA2;TIMM10;ECHS1;GRPEL1;POLR2F;ETFDH;CYB5A;NDUFA8;AFG3L2;FH;TIMM8B;PDHB;ACADVL;ABCB7;OXA1L;OAT;ECI1;PHYH;DECR1;NDUFS2;NNT;SDHC;SLC25A11;PRDX3","Long-term Post-flight","other T","PBMC","Hallmark"
"HALLMARK_MITOTIC_SPINDLE",0.000410168258171557,0.0102542064542889,0.49849310876659,0.727770211323771,1.42915815222621,199,"NOTCH2;TRIO;CNTRL;RASA1;DOCK2;NEDD9;NCK2;AKAP13;SOS1;NIN;CEP192;ABI1;CLASP1;MYO1E;SSH2;PCM1;TLK1;EPB41L2;TUBGCP3;CDK5RAP2;PREX1;CCDC88A;ARHGAP5;KIFAP3;APC;RFC1;MYH9;LRPPRC;VCL;RICTOR;ABL1;ARHGEF7;PCGF5;EPB41;SPTBN1;ARHGEF3;RAPGEF5;RASA2;PDLIM5;RAB3GAP1;ROCK1;ALMS1;DLG1;FGD4;CKAP5;NUMA1;RABGAP1;RAPGEF6;ARHGEF2;KNTC1;NF1;WASL;KLC1;ABR;SEPTIN9;NCK1;ARFGEF1;HOOK3;BRCA2;ARHGAP4;KIF3B;CEP57;ARHGEF12;CENPJ;RALBP1;SASS6;KIF20B;KIF5B;TSC1;RANBP9;SMC3;GSN;LATS1;CD2AP;TUBGCP2;PKD2;KIF1B","Immediately Post-flight","B","PBMC","Hallmark"
"HALLMARK_MYC_TARGETS_V1",5.05015015104712e-09,2.52507507552356e-07,0.761460801445585,-0.799580459923232,-1.93060975794957,196,"RPS2;RPL34;RPS3;RPL18;RPS6;RPS5;RPL14;RPLP0;RACK1;RPL6;EEF1B2;RPL22;RPS10;PABPC1;DDX21;HSP90AB1;PPIA;EIF4A1;NPM1;HNRNPA1;SET;IFRD1;NAP1L1;SNRPD2;PSMA7;LSM7;TRA2B;RAN;HNRNPC;SLC25A3;GSPT1;ETF1;PHB2;PSMD7;EIF4E;COX5A;EIF3D;HSPE1;PSMA1;PSMB3;UBE2L3;PSMD8;XRCC6;EIF4H;SNRPD1;PSMA2;C1QBP;RNPS1;NHP2;PPM1G;SRSF7;MYC;EIF1AX;ERH;YWHAE;PTGES3;NDUFAB1;TUFM;PGK1;SNRPG;SNRPB2;PHB;YWHAQ;CYC1;FBL;PSMA6;RRM1;CCT2;APEX1;SNRPA;LSM2;CTPS1;SNRPA1;SSB;RSL1D1;MRPL23;PSMC4;PRPF31;SRM;LDHA;ILF2;RANBP1;SSBP1;CCT4;TXNL4A;EIF3J;SYNCRIP;EXOSC7;PCBP1;HPRT1;NME1;POLE3;DUT;EIF3B","Immediately Post-flight","B","PBMC","Hallmark"
"HALLMARK_OXIDATIVE_PHOSPHORYLATION",0.00157319913053021,0.0262199855088369,0.45505986738723,-0.635779361801712,-1.54722392549588,200,"COX4I1;COX7C;SLC25A6;ATP5MG;COX6A1;UQCRB;ATP5F1E;ATP5MC2;ATP6V1G1;COX6C;NDUFA4;COX6B1;UQCRH;ATP5F1D;ATP6V0C;LDHB;COX7A2;COX8A;UQCR11;COX5B;NDUFB8;ATP5MC3;SLC25A5;SLC25A3;NDUFC2;HSPA9;CYCS;NDUFS6;PHB2;NDUFA1;NDUFB7;COX5A;COX7B;NDUFB2;ATP5PO;GPX4;ATP5MF;ATP5PF;NDUFS7;ATP6V0B;UQCRFS1;UQCRC2;SDHB;ATP5ME;MDH2;ATP5MC1;ECH1;ATP5PD;ISCU;NDUFA6;VDAC2;ATP5F1A;NDUFAB1;NDUFA3;UQCR10;ATP6V1F;SUPV3L1;CYC1;MGST3;NDUFB4;TOMM22;TIMM17A;ETFB;DLST;BAX;UQCRQ;ATP5F1B;ACO2;NDUFA2;NDUFS8;MRPS15;NDUFC1;MRPS12;NDUFS3;ATP6V0E1;IDH2;HSD17B10;LDHA;MRPL11;TIMM13;MDH1;ATP6V1E1;GPI;MRPL34;TIMM10;UQCRC1;NDUFS2;NDUFB3;POLR2F","Immediately Post-flight","B","PBMC","Hallmark"
"HALLMARK_ESTROGEN_RESPONSE_EARLY",0.00588709338022956,0.049059111501913,0.407017918923954,0.64786113550327,1.44546649292387,191,"BCL2;AFF1;BCL11B;B4GALT1;NCOR2;KDM4B;FAM102A;CD44;SH3BP5;GAB2;ABLIM1;FKBP5;IGF1R;MED13L;RAB31;ITPK1;FCMR;FOS;INPP5F;RRP12;SVIL;JAK2;TMEM164;ABAT;CELSR1;CHPT1;SLC37A1;RETREG1;RPS6KA2;MAST4;ELOVL5;FDFT1;SLC1A4;ADD3;KLF10;TIAM1;SIAH2;NADSYN1;ISG20L2;HES1;KLF4;RARA;CBFA2T3;SLC16A1;RASGRP1;FLNB;SLC9A3R1;ADCY9;ABHD2;SLC2A1;DHRS3;NRIP1;PPIF;PAPSS2;SEC14L2;SCARB1;SLC7A5;FARP1;MPPED2;MYOF;BAG1;AKAP1;ENDOD1;ALDH3B1;MYBBP1A;ASB13;NAV2;AREG;BLVRB;SLC24A3;ABCA3","Long-term Post-flight","B","PBMC","Hallmark"
"HALLMARK_HEDGEHOG_SIGNALING",0.00553082401219712,0.049059111501913,0.407017918923954,0.827057710561483,1.50606575414641,36,"MYH9;TLE1;RTN1;TLE3;CDK6;RASA1;CELSR1;DPYSL2;ETS2","Long-term Post-flight","B","PBMC","Hallmark"
"HALLMARK_MITOTIC_SPINDLE",0.00362460301110993,0.0453075376388741,0.431707695803346,0.637605718162251,1.42633363777851,199,"DOCK2;MYO9B;AKAP13;TRIO;MYH9;ABR;NEDD9;PREX1;SSH2;CAPZB;ARHGEF3;SEPTIN9;SOS1;NOTCH2;NIN;MYO1E;SUN2;CCDC88A;CNTRL;FLNA;FGD4;ABL1;APC;EZR;ARHGAP4;CSNK1D;ACTN4;ATG4B;RASA1;TLK1;BCR;EPB41;TBCD;ARHGEF7;CLIP1;TUBGCP3;KIF1B;WASF2;CDK5RAP2;CLASP1;ARHGEF2;TIAM1;MARK4;GSN;PDLIM5;DYNC1H1;EPB41L2;PCNT;ROCK1;VCL;MAP3K11;RHOT2;PCGF5;ARHGDIA;ARHGAP27;ARL8A;CLIP2;KIF3B;PXN;DLG1;STAU1;NUMA1;LATS1;MARCKS;FLNB;DOCK4;ITSN1;TSC1;CEP250;ARHGEF11","Long-term Post-flight","B","PBMC","Hallmark"
"HALLMARK_MYC_TARGETS_V1",9.71616102462005e-09,4.85808051231003e-07,0.747739663149885,-0.858357963851185,-1.85275814517454,196,"RPS3;RPL18;RPS5;RPS2;RPS6;RPL34;RPL14;RPL6;EEF1B2;RACK1;RPLP0;RPL22;RPS10;HNRNPC;PPIA;HSP90AB1;NPM1;HNRNPA2B1;NAP1L1;HNRNPA1;SET;HNRNPR;SLC25A3;SNRPD2;RAN;LSM7;HNRNPU;HNRNPA3;SSBP1;EIF4G2;PSMA2;COX5A;PSMA7;SNRPB2;MYC;DDX21;SERBP1;PSMD7;ERH;C1QBP;HSPE1;PSMB3;DUT;SNRPG;SRSF3;SYNCRIP;SNRPD1;ODC1;PSMD8;CNBP;NHP2;PTGES3;PHB2;BUB3;EIF4E;PWP1;PGK1;NDUFAB1;DDX18;MRPL9;CYC1;CANX;LSM2;SNRPA1;NCBP2;PSMD14;EIF3D;EIF2S2;CCT3;RANBP1;TUFM;TCP1;DHX15;PSMA4;PSMB2;PSMA6;RSL1D1;HSPD1;XRCC6;SF3B3;SSB;ACP1;PHB;MCM6;PPM1G;CCT7;GSPT1;IFRD1;APEX1;COPS5;EIF4H;GNL3;HPRT1;DEK;ABCE1;MRPL23;TXNL4A;SNRPD3;LDHA;IMPDH2;TARDBP;G3BP1;NME1;SRSF1;MRPS18B;NCBP1;FBL;SNRPA;PCNA;PSMC4;CBX3;UBA2;HDDC2;PRDX4;CCT4","Long-term Post-flight","B","PBMC","Hallmark"
"HALLMARK_OXIDATIVE_PHOSPHORYLATION",5.22675115791358e-05,0.00130668778947839,0.557332238758646,-0.783203007744461,-1.69956540779323,200,"COX4I1;COX7C;UQCRB;COX6A1;NDUFA4;ATP6V1G1;COX6C;SLC25A6;COX7A2;ATP5MG;ATP5F1E;ATP5MC2;COX6B1;COX5B;NDUFV2;ATP5MC3;LDHB;COX8A;UQCRH;NDUFA1;SLC25A3;ATP5PO;NDUFB8;COX7B;SLC25A5;LRPPRC;ATP5F1D;ATP5PF;NDUFC2;UQCR11;UQCRFS1;COX5A;ATP5F1A;ATP5F1C;GPX4;NDUFB4;ATP5MC1;NDUFS7;UQCR10;ATP6V0E1;NDUFB2;NDUFB7;ATP5MF;MDH2;CYCS;MDH1;ATP5PD;NDUFA6;VDAC2;NDUFS4;ECH1;ATP5PB;PHB2;MRPS30;ISCU;NDUFA3;NDUFAB1;TOMM22;TIMM9;NDUFA2;CYC1;MGST3;ATP6V1F;NDUFA5;NDUFA7;NDUFC1;ATP5F1B;NDUFB3;UQCRC2;MRPS22;ATP5ME;SUPV3L1;COX17;OPA1;ATP6V1E1;SUCLG1;NDUFS8;ETFB;UQCRQ;BAX;NDUFA9;ATP6V0C;HSD17B10;NDUFS6;ISCA1;MRPS12;DLD;TIMM10;DLST;LDHA;CYB5A;NDUFB6;SUCLA2;MRPS15;ATP6V0B;NDUFS2;NDUFB1;TIMM17A;ECHS1;FH;MRPL11;MRPL34;NDUFB5;FDX1;ABCB7;TIMM13;PHYH;NDUFS1;ATP6V1H;PDHB;IDH3G;COX7A2L;CASP7;SDHA;HADHA;TIMM8B;SDHD","Long-term Post-flight","B","PBMC","Hallmark"
"HALLMARK_UV_RESPONSE_DN",0.00214696052996154,0.035782675499359,0.431707695803346,0.702725954724642,1.50014676144061,140,"RUNX1;PRKCE;CELF2;SMAD3;VAV2;PRKCA;FYN;NFKB1;CDK13;MAP2K5;GRK5;PIK3CD;GCNT1;NOTCH2;IGF1R;PRDM2;ATXN1;ATP2B1;SYNE1;ABCC1;PTEN;MAPK14;TENT4A;MGMT;ZMIZ1;NR1D2;ATRN;PEX14;TGFBR2;LAMC1;WDR37;DUSP1;ANXA4;ATP2B4;RXRA;ADD3;TGFBR3;PDLIM5","Long-term Post-flight","B","PBMC","Hallmark"
"HALLMARK_MITOTIC_SPINDLE",0.00218939035160387,0.0218939035160387,0.431707695803346,0.689640710104381,1.39660617986408,199,"ARHGEF3;DOCK2;RASA1;CLASP1;SSH2;CNTRL;PREX1;NEDD9;PCM1;KIFAP3;AKAP13;RAPGEF6;VCL;SOS1;NIN;NF1;APC;RICTOR;RASA2;NCK2;ROCK1;CDK5RAP2;ARHGEF12;ARHGAP10;CEP192;NOTCH2;DLG1;RABGAP1;TRIO;EPB41;MYH9;ABI1;TIAM1;LRPPRC;PALLD;TUBGCP3;PDLIM5;KLC1;MYO1E;WASF2;NUMA1;RANBP9;RFC1;CLIP1;TBCD;CCDC88A;ARFGEF1;SEPTIN9;CDC27;SORBS2;CEP250;CD2AP;CKAP5;ALS2;TUBGCP2;SASS6;KNTC1;RHOT2;OPHN1;ARHGEF2;PCGF5;ABR;LATS1;ARHGAP27;KIF5B;ARHGEF7;ALMS1;PPP4R2;MYH10;KIF3B;CEP57;TLK1;PCNT;SMC4;ABL1;GSN;ARHGAP5;NCK1;CENPF;DST;WASL;TUBD1;ARHGAP4;SMC3;SUN2;SMC1A;MARK4;ACTN4;CENPJ","Immediately Post-flight","NK","PBMC","Hallmark"
"HALLMARK_MYC_TARGETS_V1",2.14842295694681e-09,1.0742114784734e-07,0.774939030136436,-0.776326736857769,-2.00015148654724,196,"RPS2;RPS3;RPL34;RPL18;RPS6;RPS5;RPL14;RPL6;RACK1;RPLP0;RPL22;RPS10;PPIA;EEF1B2;EIF4A1;HNRNPC;HSP90AB1;SET;CTPS1;SRSF7;PABPC1;PSMA7;NPM1;SLC25A3;RAN;LSM7;HSPE1;XRCC6;PSMB3;TRA2B;HNRNPA1;DDX21;PSMD8;PPM1G;PCBP1;SRSF3;EIF1AX;PSMA2;SNRPD2;YWHAQ;SNRPD1;SNRPA1;COX5A;LDHA;TUFM;ETF1;GSPT1;PCNA;UBE2L3;SNRPB2;SNRPG;CCT2;NDUFAB1;C1QBP;ERH;NAP1L1;PHB2;IFRD1;PGK1;SRSF2;NHP2;CYC1;HNRNPD;TXNL4A;DUT;SYNCRIP;KPNA2;MCM6;ILF2;PSMC4;EIF4H;LSM2;PSMA6;YWHAE;POLE3;CCT4;CNBP;PSMD7;RNPS1;EIF3B;CCT7;SSBP1;FBL;PTGES3;RANBP1;SERBP1;RRM1;MRPL23;ODC1;SNRPA;HSPD1;NME1;MRPL9;NCBP2;SNRPD3;PHB;PRPF31;TCP1;APEX1;PSMB2;EIF4G2;SRM;HDGF;EIF3D","Immediately Post-flight","NK","PBMC","Hallmark"
"HALLMARK_OXIDATIVE_PHOSPHORYLATION",1.36136824529702e-05,0.000340342061324254,0.593325476396405,-0.679374932237848,-1.74410921039767,200,"COX4I1;ATP5F1E;COX7C;COX6C;ATP5MG;COX6A1;COX8A;NDUFA4;NDUFB7;COX7A2;ATP6V1G1;ATP5MC2;ATP5F1D;UQCR11;ATP6V0C;COX6B1;NDUFB2;NDUFB8;SLC25A6;SLC25A3;UQCRB;SLC25A5;NDUFC2;ATP5MC3;COX5B;HSPA9;NDUFA1;UQCRH;COX7B;ATP5MF;CYCS;ATP5ME;UQCR10;UQCRQ;MDH2;NDUFS6;ATP5PO;ATP6V0B;NDUFA6;COX5A;NDUFA2;BAX;GPX4;LDHA;UQCRFS1;UQCRC2;ATP6V1F;NDUFS7;ECH1;LDHB;NDUFAB1;PHB2;ATP5F1B;POLR2F;TOMM22;CYC1;ATP6V0E1;ATP5PB;NDUFA7;ATP5MC1;NDUFA3;MRPS12;TIMM13;NDUFB4;UQCRC1;SLC25A11;VDAC2;ATP5PF;MRPL11;SURF1;NDUFB3;TIMM17A;HSD17B10;CS;SDHB;ATP5F1A;ISCU;NDUFB1;MGST3;TIMM10;ISCA1;ATP5PD;IDH3G;BCKDHA;MRPL34;MRPS15;NDUFS8;ACO2;OAT;ECHS1;IDH3B;NDUFA5;PDHA1;NDUFA8;SDHD;ETFB","Immediately Post-flight","NK","PBMC","Hallmark"
"HALLMARK_TNFA_SIGNALING_VIA_NFKB",8.63976195938774e-05,0.00143996032656462,0.538434096309916,-0.644233784542843,-1.66054033949445,197,"EIF1;CCL5;BTG1;JUNB;NR4A2;CD69;TNFAIP3;FOS;NFKBIA;REL;IER2;DUSP1;ZFP36;CCL4;LITAF;NFKB1;ID2;DUSP2;CCNL1;IRF1;SQSTM1;RELB;KLF6;PNRC1;PER1;JUN;B4GALT1;PPP1R15A;NR4A3;BTG2;SLC2A3;FOSB;BTG3;MAP3K8;CEBPB;IL6ST;IRS2;MAFF;GADD45B;CEBPD;RIPK2;TIPARP;KLF2;CD83;MCL1;AREG;TAP1;NINJ1;BHLHE40;YRDC","Immediately Post-flight","NK","PBMC","Hallmark"
