"pathway","pval","padj","log2err","ES","NES","size","leadingEdge","timepoint","celltype","sample","info"
"HALLMARK_MITOTIC_SPINDLE",0.000540599575112884,0.00900999291854807,0.477270815362862,0.724068787261429,1.40231648678858,199,"ARHGEF3;RASA1;NCK2;CNTRL;DOCK2;NIN;NEDD9;PCGF5;CEP192;CLASP1;RAPGEF6;EPB41;CDK5RAP2;APC;PREX1;TUBGCP3;AKAP13;KIFAP3;SEPTIN9;PCM1;VCL;RASA2;MYH9;SOS1;ARFGEF1;RICTOR;RAB3GAP1;RABGAP1;ROCK1;DLG1;NF1;ABI1;ARHGAP5;ALMS1;TIAM1;PDLIM5;NUMA1;TLK1;ABL1;NOTCH2;CKAP5;CD2AP;WASF2;SSH2;ARHGEF7;WASL;CCDC88A;PCNT;LRPPRC;KLC1;TSC1;SUN2;SPTAN1;ARHGAP4;RFC1;RANBP9;TUBGCP5;BCR;TUBD1;ARHGEF2;CEP57;DYNC1H1;TBCD;CEP250;CAPZB;SPTBN1;ABR;KNTC1;DST;ARHGEF12;RALBP1;PKD2;ALS2;TUBGCP2;MARCKS;NCK1;MYH10;HDAC6;HOOK3;FLNB;MARK4;PPP4R2;KIF22;SMC4;KATNA1;STK38L;EPB41L2;BCL2L11;TRIO;SMC3;TUBGCP6;PAFAH1B1","Immediately Post-flight","CD4 T","PBMC","Hallmark"
"HALLMARK_MYC_TARGETS_V1",5.09705264135835e-08,2.54852632067917e-06,0.719512826338911,-0.788236285706183,-1.89882370567907,196,"RPS2;RPL34;RPS3;RPL18;RPS6;RPS5;RPL14;RPL6;RACK1;RPLP0;EEF1B2;RPL22;PABPC1;RPS10;DDX21;PPIA;NPM1;HNRNPA1;HSP90AB1;HNRNPC;GSPT1;EIF4A1;SNRPD2;XRCC6;NAP1L1;SLC25A3;PSMA7;SET;RAN;HSPE1;LSM7;RRM1;ETF1;PSMB3;PSMA2;SNRPD1;UBE2L3;PSMD7;SRSF7;TRA2B;PTGES3;COX5A;PHB2;DDX18;EIF3D;SNRPA1;EIF1AX;TUFM;LDHA;NHP2;C1QBP;PGK1;NDUFAB1;SNRPG;PSMD8;RNPS1;MCM6;IFRD1;EIF4H;CCT4;PPM1G;FBL;SNRPB2;YWHAQ;MRPL23;ERH;GLO1;PHB;PSMB2;KPNA2;RANBP1;CYC1;LSM2;CNBP;ILF2","Immediately Post-flight","CD4 T","PBMC","Hallmark"
"HALLMARK_OXIDATIVE_PHOSPHORYLATION",0.00101610215055283,0.0127012768819104,0.45505986738723,-0.653930073560531,-1.58722052826914,200,"COX4I1;COX7C;ATP5F1E;UQCRB;SLC25A6;COX6A1;ATP5MG;COX6C;ATP5MC2;NDUFA4;ATP6V1G1;COX7A2;COX6B1;LDHB;COX8A;ATP5F1D;UQCR11;COX5B;NDUFA1;SLC25A3;HSPA9;NDUFB8;NDUFC2;ATP5MC3;UQCRH;ATP5PO;GPX4;CYCS;NDUFB7;SLC25A5;ATP6V0C;COX7B;NDUFB2;ATP5MF;NDUFS6;UQCRC2;UQCR10;ATP6V0E1;COX5A;PHB2;SDHB;NDUFS7;ATP5ME;UQCRQ;NDUFA3;NDUFB4;NDUFA2;LDHA;ATP5MC1;VDAC2;NDUFAB1;MDH2;ATP5PF;UQCRFS1;ISCA1;NDUFA6;ATP6V1F;TOMM22;ATP5PD;ETFB;MGST3;ATP6V0B;GLUD1;MRPS12;TIMM17A;HSD17B10;NDUFA7;NDUFB3;NDUFS8;ATP5F1A;NDUFA5;ISCU;SURF1;ATP5F1B;ATP6V1E1;CYC1;ECH1;NDUFB1;MRPL11;TIMM13;COX7A2L;UQCRC1;ACO2;MRPL34;TIMM10;NDUFV2;SUPV3L1;NDUFC1;POLR2F;DLST;TIMM9;BAX;MDH1;ATP5PB;MRPS15;IDH3G","Immediately Post-flight","CD4 T","PBMC","Hallmark"
"HALLMARK_UV_RESPONSE_DN",2.32377252927195e-05,0.000580943132317988,0.575610261071129,0.777762377435587,1.46137496430185,140,"RUNX1;INPP4B;NEK7;ADD3;IGF1R;CELF2;PRKCA;PTEN;SYNE1;AKT3;ATP2B1;MAP2K5;SMAD3;MGMT;ATXN1;BCKDHB;WDR37;ACVR2A;ATP2C1;FYN;ATRX;MAPK14;RASA2;NIPBL;PHF3;SPOP;NFKB1;DLG1;ATRN;PDLIM5;CDK13;ATP2B4;PTPRM;NOTCH2;TENT4A;BMPR1A;PEX14;PRKCE;DYRK1A;PIK3CD;MRPS31;TGFBR2;AGGF1;KALRN;SFMBT1;ARHGEF9;ZMIZ1;TOGARAM1;PRKAR2B;AMPH","Immediately Post-flight","CD4 T","PBMC","Hallmark"
"HALLMARK_MITOTIC_SPINDLE",0.000178397904012152,0.00297329840020253,0.518848077743792,0.724068787261429,1.40041515993807,199,"ARHGEF3;RASA1;NCK2;CNTRL;DOCK2;NIN;NEDD9;PCGF5;CEP192;CLASP1;RAPGEF6;EPB41;CDK5RAP2;APC;PREX1;TUBGCP3;AKAP13;KIFAP3;SEPTIN9;PCM1;VCL;RASA2;MYH9;SOS1;ARFGEF1;RICTOR;RAB3GAP1;RABGAP1;ROCK1;DLG1;NF1;ABI1;ARHGAP5;ALMS1;TIAM1;PDLIM5;NUMA1;TLK1;ABL1;NOTCH2;CKAP5;CD2AP;WASF2;SSH2;ARHGEF7;WASL;CCDC88A;PCNT;LRPPRC;KLC1;TSC1;SUN2;SPTAN1;ARHGAP4;RFC1;RANBP9;TUBGCP5;BCR;TUBD1;ARHGEF2;CEP57;DYNC1H1;TBCD;CEP250;CAPZB;SPTBN1;ABR;KNTC1;DST;ARHGEF12;RALBP1;PKD2;ALS2;TUBGCP2;MARCKS;NCK1;MYH10;HDAC6;HOOK3;FLNB;MARK4;PPP4R2;KIF22;SMC4;KATNA1;STK38L;EPB41L2;BCL2L11;TRIO;SMC3;TUBGCP6;PAFAH1B1","Long-term Post-flight","CD4 T","PBMC","Hallmark"
"HALLMARK_MYC_TARGETS_V1",1.60355025452993e-07,8.01775127264963e-06,0.690132458796796,-0.788236285706183,-1.87978640957007,196,"RPS2;RPL34;RPS3;RPL18;RPS6;RPS5;RPL14;RPL6;RACK1;RPLP0;EEF1B2;RPL22;PABPC1;RPS10;DDX21;PPIA;NPM1;HNRNPA1;HSP90AB1;HNRNPC;GSPT1;EIF4A1;SNRPD2;XRCC6;NAP1L1;SLC25A3;PSMA7;SET;RAN;HSPE1;LSM7;RRM1;ETF1;PSMB3;PSMA2;SNRPD1;UBE2L3;PSMD7;SRSF7;TRA2B;PTGES3;COX5A;PHB2;DDX18;EIF3D;SNRPA1;EIF1AX;TUFM;LDHA;NHP2;C1QBP;PGK1;NDUFAB1;SNRPG;PSMD8;RNPS1;MCM6;IFRD1;EIF4H;CCT4;PPM1G;FBL;SNRPB2;YWHAQ;MRPL23;ERH;GLO1;PHB;PSMB2;KPNA2;RANBP1;CYC1;LSM2;CNBP;ILF2","Long-term Post-flight","CD4 T","PBMC","Hallmark"
"HALLMARK_OXIDATIVE_PHOSPHORYLATION",0.000851081065483083,0.0106385133185385,0.477270815362862,-0.653930073560531,-1.56612160699322,200,"COX4I1;COX7C;ATP5F1E;UQCRB;SLC25A6;COX6A1;ATP5MG;COX6C;ATP5MC2;NDUFA4;ATP6V1G1;COX7A2;COX6B1;LDHB;COX8A;ATP5F1D;UQCR11;COX5B;NDUFA1;SLC25A3;HSPA9;NDUFB8;NDUFC2;ATP5MC3;UQCRH;ATP5PO;GPX4;CYCS;NDUFB7;SLC25A5;ATP6V0C;COX7B;NDUFB2;ATP5MF;NDUFS6;UQCRC2;UQCR10;ATP6V0E1;COX5A;PHB2;SDHB;NDUFS7;ATP5ME;UQCRQ;NDUFA3;NDUFB4;NDUFA2;LDHA;ATP5MC1;VDAC2;NDUFAB1;MDH2;ATP5PF;UQCRFS1;ISCA1;NDUFA6;ATP6V1F;TOMM22;ATP5PD;ETFB;MGST3;ATP6V0B;GLUD1;MRPS12;TIMM17A;HSD17B10;NDUFA7;NDUFB3;NDUFS8;ATP5F1A;NDUFA5;ISCU;SURF1;ATP5F1B;ATP6V1E1;CYC1;ECH1;NDUFB1;MRPL11;TIMM13;COX7A2L;UQCRC1;ACO2;MRPL34;TIMM10;NDUFV2;SUPV3L1;NDUFC1;POLR2F;DLST;TIMM9;BAX;MDH1;ATP5PB;MRPS15;IDH3G","Long-term Post-flight","CD4 T","PBMC","Hallmark"
"HALLMARK_UV_RESPONSE_DN",1.83496967850335e-05,0.000458742419625838,0.575610261071129,0.777762377435587,1.44471232369994,140,"RUNX1;INPP4B;NEK7;ADD3;IGF1R;CELF2;PRKCA;PTEN;SYNE1;AKT3;ATP2B1;MAP2K5;SMAD3;MGMT;ATXN1;BCKDHB;WDR37;ACVR2A;ATP2C1;FYN;ATRX;MAPK14;RASA2;NIPBL;PHF3;SPOP;NFKB1;DLG1;ATRN;PDLIM5;CDK13;ATP2B4;PTPRM;NOTCH2;TENT4A;BMPR1A;PEX14;PRKCE;DYRK1A;PIK3CD;MRPS31;TGFBR2;AGGF1;KALRN;SFMBT1;ARHGEF9;ZMIZ1;TOGARAM1;PRKAR2B;AMPH","Long-term Post-flight","CD4 T","PBMC","Hallmark"
"HALLMARK_MITOTIC_SPINDLE",9.1107008262147e-05,0.00151845013770245,0.538434096309916,0.728382054378318,1.43672598138236,199,"ARHGEF3;RASA1;DOCK2;NCK2;CNTRL;RAPGEF6;SOS1;NIN;PCM1;CLASP1;AKAP13;PCGF5;CDK5RAP2;PREX1;NEDD9;VCL;CCDC88A;TUBGCP3;MYH9;RICTOR;CEP192;ARFGEF1;RASA2;SEPTIN9;ABI1;ABL1;SSH2;RAB3GAP1;PCNT;NF1;RABGAP1;KIFAP3;KLC1;APC;ALMS1;CEP57;DLG1;ROCK1;EPB41;ARHGAP4;ARHGAP5;LRPPRC;RFC1;WASL;TBCD;WASF2;SPTBN1;RANBP9;NUMA1;DYNC1H1;CD2AP;SPTAN1;TSC1;ARHGEF2;SUN2;PKD2;TUBD1;CKAP5;NOTCH2;TLK1;PDLIM5;STK38L;ARHGEF7;ARHGEF12;ALS2;TUBGCP5;MARCKS;KNTC1;HDAC6;CLIP1;TRIO;TIAM1;TUBGCP6;CEP250;BCL2L11;GSN;SMC1A;HOOK3;ARHGAP10;MYH10;CAPZB","Immediately Post-flight","CD8 T","PBMC","Hallmark"
"HALLMARK_MYC_TARGETS_V1",5.33651149028122e-08,2.66825574514061e-06,0.719512826338911,-0.780373645730473,-1.87876981659412,196,"RPS2;RPS3;RPL34;RPL18;RPS6;RPS5;RPL14;RPL6;RACK1;RPLP0;EEF1B2;RPL22;RPS10;PABPC1;PPIA;HSP90AB1;NPM1;HNRNPA1;HNRNPC;SNRPD2;GSPT1;SET;DDX21;EIF4A1;PSMA7;LSM7;NAP1L1;RAN;PSMD8;XRCC6;PSMB3;COX5A;EIF1AX;SLC25A3;SNRPD1;YWHAQ;NHP2;TRA2B;SRSF7;HSPE1;PHB2;IFRD1;RRM1;TUFM;SNRPB2;ERH;UBE2L3;MCM6;PSMA2;PGK1;SNRPG;PSMD7;RNPS1;CTPS1;ODC1;FBL;C1QBP;ETF1;LSM2;PTGES3;PPM1G;CYC1;SNRPA1;PHB;KPNA2;NDUFAB1;CCT7;RANBP1;EIF4E;PSMA4;LDHA;CCT4;PSMC4;MRPL23;SNRPA;MRPL9;PWP1;SRSF3;IMPDH2;PCNA;DUT;GLO1;EIF3D;PRPF31;POLE3;EIF4H;SRM;PCBP1;TXNL4A;DDX18;NME1","Immediately Post-flight","CD8 T","PBMC","Hallmark"
"HALLMARK_OXIDATIVE_PHOSPHORYLATION",0.000127811920329673,0.00159764900412091,0.518848077743792,-0.663366318650864,-1.60584115110252,200,"COX4I1;COX7C;UQCRB;ATP5MG;ATP5F1E;COX6A1;ATP6V1G1;SLC25A6;COX6C;NDUFA4;COX6B1;ATP5MC2;COX8A;COX7A2;LDHB;NDUFC2;NDUFA1;ATP5F1D;UQCR11;NDUFB8;HSPA9;COX5B;UQCRH;NDUFB7;ATP5MC3;NDUFB2;ATP6V0C;ATP5PO;SLC25A5;ATP5MF;NDUFV2;UQCR10;COX5A;SLC25A3;GPX4;NDUFS7;ATP6V0E1;NDUFA3;COX7B;ATP5PF;UQCRC2;UQCRQ;NDUFA2;PHB2;UQCRFS1;ATP6V1F;ATP5ME;MDH2;NDUFA6;CYCS;ATP5MC1;NDUFS6;NDUFB4;TOMM22;ISCA1;BAX;ATP6V0B;CYC1;MGST3;ATP5PD;HSD17B10;NDUFAB1;MRPS12;ATP5F1B;ISCU;SUPV3L1;ETFB;ATP5F1A;NDUFA5;ECH1;LDHA;TIMM13;NDUFS3;MRPL11;NDUFS8;NDUFA7;NDUFB3;SURF1;TIMM17A;NDUFA9;ECHS1;GRPEL1;SDHB;MDH1;NDUFC1;ATP5PB;NDUFB6;MRPL34;NDUFA8;VDAC2;TIMM10;MRPS15","Immediately Post-flight","CD8 T","PBMC","Hallmark"
"HALLMARK_UV_RESPONSE_DN",1.33374416642491e-05,0.000333436041606228,0.593325476396405,0.77529508344082,1.47781769598013,140,"RUNX1;NEK7;INPP4B;ADD3;SYNE1;IGF1R;CELF2;PTEN;BCKDHB;MAP2K5;ATRX;AKT3;MGMT;PRKCA;PHF3;ATP2C1;ATXN1;SMAD3;CDK13;MAPK14;NIPBL;TGFBR2;WDR37;RASA2;SPOP;PEX14;PIK3CD;ATP2B4;MAGI2;PTPRM;TENT4A;BMPR1A;ATP2B1;DLG1;TGFBR3;NFKB1;PRKCE;ATRN;SFMBT1;SIPA1L1;MRPS31;ARHGEF9;DYRK1A;NOTCH2;ACVR2A;PDLIM5;DMAC2L;FYN;AMPH;SYNJ2;GRK5;PRKAR2B","Immediately Post-flight","CD8 T","PBMC","Hallmark"
"HALLMARK_ESTROGEN_RESPONSE_EARLY",0.00324431143794935,0.0324431143794935,0.431707695803346,0.617010650449473,1.47118747848104,191,"BCL2;BCL11B;FAM102A;RETREG1;IGF1R;AFF1;RASGRP1;NCOR2;FKBP5;ABLIM1;SVIL;CD44;ADD3;KDM4B;ITPK1;FCMR;DHRS3;FLNB;MED13L;SH3BP5;LRIG1;B4GALT1;ADCY9;ABAT;MAST4;ABCA3;SLC37A1;SIAH2;ISG20L2;SEC14L2;RRP12;TIAM1;SLC7A5;KLF10;JAK2;RAB31;TMEM164;RPS6KA2;NADSYN1;FDFT1;FARP1;FOS;ENDOD1;RARA;GAB2;KLF4;KAZN;SLC1A1;NAV2;SLC16A1;AKAP1;ALDH3B1;PDZK1;TGIF2;MPPED2;SLC26A2;SULT2B1;SLC39A6;CANT1","Long-term Post-flight","CD8 T","PBMC","Hallmark"
"HALLMARK_KRAS_SIGNALING_DN",0.00144498951263225,0.0180623689079031,0.45505986738723,0.64282879813532,1.50453642238531,175,"CAMK1D;ZBTB16;PRKN;DTNB;PTPRJ;SLC16A7;COQ8A;SIDT1;KMT2D;FGGY;TG;CPEB3;CHRNG;MTHFR;SGK1;EDAR;VPS50;MAST3;ASB7;MFSD6;CLSTN3;NR4A2;YPEL1;LFNG;CDKAL1;NRIP2;GPR19;SPHK2;STAG3;MEFV;NR6A1;PDE6B;SLC29A3","Long-term Post-flight","CD8 T","PBMC","Hallmark"
