"pathway","pval","padj","log2err","ES","NES","size","leadingEdge","timepoint","celltype","sample","info"
"AKT_UP.V1_DN",0.42093023255814,0.629098811619718,0.060640400949416,0.539981407150787,1.04849654302553,182,"SLCO3A1;PDE4B;EIF4E3;PLA2G4A;FUT8;LIMD1;IL13RA1;SASH1;RPAP3;RMND1;KCTD12;POLI;TEC;DRAM1;MERTK;ZDHHC6;TYW1;SMARCD3;RECK;SATB1;ZC3H12C;HPS1;ZNF385A;ZNF213;FAS;FUT10;IFFO1;ADHFE1;AMPD2;MRPS6;ASF1A;DNAJA3;NT5DC3;CHN2;GRAMD1A;PDIA5;BLVRB;OGN;PUS7;S1PR3;ESR2;KCNN4;NID1;TCF3;RXRB;C1S","Immediately Post-flight","PBMC","PBMC","C6"
"AKT_UP.V1_UP",0.209658421672556,0.444183313748531,0.0982123351217438,0.603115509403857,1.15570686757034,158,"HCK;ADAM10;PLSCR1;PTPRJ;MICU1;GPD2;CD55;KCNQ1;PAK1;CLMN;PLAGL1;SPECC1;SLC6A6;PREP;PYGL;GCH1;PDK3;SEPTIN9;ANGPTL1;PDK1;GAK;SGPL1;ACOT9;P2RX5;CCNG2;BID;RIMKLB;ABCA7;INSIG2;ERO1A;TFRC;MAN2B2;SOCS6;SGSM3;ARG1;TMCC3;LDLR;SYT17;SH3BGRL2;TOM1L1;CARD19;PPP1R3F;KCNE3;MYO5B;PON2","Immediately Post-flight","PBMC","PBMC","C6"
"AKT_UP_MTOR_DN.V1_DN",0.0156606399799844,0.0893962342547342,0.352487857583619,0.669769359485874,1.29470936422032,179,"VCAN;DPYD;RTN1;SLCO3A1;ITGA6;SPATA5;TYMP;EIF4E3;ITSN1;FEZ2;PLA2G4A;LIMD1;CAMKK2;IL13RA1;AP2B1;SASH1;GNG11;KCTD12;POLI;IL7;TEC;MERTK;TYW1;UTP20;STAB1;SMARCD3;SATB1;FAS;MTHFD1;RETREG3;ADHFE1;PRKRIP1;CD200;MYO1G;AMPD2;MRPS6;ASF1A;AGPAT5;DNAJA3;CHN2;PDIA5;BLVRB;POLM;BDH1;OGN;PUS7;LRRC1;S1PR3;ESR2;RGS19;KCNN4;NID1","Immediately Post-flight","PBMC","PBMC","C6"
"AKT_UP_MTOR_DN.V1_UP",0.394366197183099,0.628089484851714,0.0642140881844605,0.547519088319608,1.05556043631102,171,"HCK;ADAM10;PLSCR1;PTPRJ;MICU1;NIN;GPD2;CD55;KCNQ1;S100A8;PAK1;CLMN;PLAGL1;SLC44A1;SLC6A6;PYGL;GCH1;KLF10;RAB3IP;UBE2R2;PDK3;ILRUN;ANGPTL1;GAK;DAGLB;MSR1;TRAF3;SGPL1;RNF19B;ARRDC4;ELL;RIMKLB;ABCA7;GGA1;MVP;MAN2B2;SOCS6;ARG1;TMCC3;SYT17;ZNF746;SH3BGRL2;KCTD9;RNF41;CARD19;PPP1R3F;MYO5B;NFKB2;PON2","Immediately Post-flight","PBMC","PBMC","C6"
"ALK_DN.V1_DN",0.130012150668287,0.332058060490624,0.132147260608774,0.642169048251971,1.20135369101065,126,"HDAC9;LDLRAD4;PTK2B;TIAM1;SLA;FGL2;UTY;VAV1;DOK3;MTHFR;VAV2;MX1;ZFYVE26;IFI44L;INPP5D;UNC93B1;NRDE2;LILRA6;OAS1;SERPINI2","Immediately Post-flight","PBMC","PBMC","C6"
"ALK_DN.V1_UP",0.197097944377267,0.438253076321218,0.103576326612592,0.625587335133137,1.17073918440679,119,"KYNU;TFEC;AQP9;ADAM28;MINDY3;HLA-DMB;TREM1;VNN2;ANGPT2;PIK3CG;FLVCR2;ARHGAP4;NOD2;BST1;CCR7;PYGB;CSTA;RBM17;STEAP4;PRDM1;B3GALT4;CATSPERG;SLAMF7;EREG;GNA15;CA2;SCN9A;CXCR5;CARD9;CXCL5;CEBPG;PCK2;CA3","Immediately Post-flight","PBMC","PBMC","C6"
"ATF2_S_UP.V1_DN",0.00176263783518088,0.0277615459040989,0.45505986738723,0.715635713437286,1.38120273681362,176,"NEAT1;PID1;DAPK1;CELF2;ITPR1;CLMN;DGKD;CSGALNACT1;CD302;TPD52;IL1RAP;A2M;COBLL1;SIK2;DPP4;ST3GAL6;GCH1;DENND4C;KCNAB2;ADARB1;TREM1;RGS2;PDE4DIP;IL4R;TLE3;KCTD12;PTER;VAV2;CYP1B1;SLC7A7;CEMIP;C1RL;MYO1D;KLHL28;CSTA;ACACA;ABCC3;OSGEPL1;IQCG;PLN;ERO1A;PTGS2;RARRES1;KLHL3;PTGER2;OSMR;GMEB1","Immediately Post-flight","PBMC","PBMC","C6"
"ATF2_S_UP.V1_UP",0.955399061032864,0.976056338028169,0.0218679438176212,0.372955603610929,0.719339239835817,175,"ZNF804A;S100A9;DYSF;ITGA6;ABCD2;APAF1;INSL6;CACNA2D3;UPP1;TMEM156;STEAP1B;NIPAL3;TRPM2;ETS2;USP9Y;CHML;PRKCD;TBC1D19;PCNT;PSTPIP1;CUBN;NFE2L3;RASGRP1;MBOAT7;ADAMTSL4;NQO2;PML;PPM1H;SLC25A51;ARHGAP22;MON1B;RSAD2;SSPN","Immediately Post-flight","PBMC","PBMC","C6"
"ATF2_UP.V1_DN",0.000164208391770767,0.00775884651116873,0.518848077743792,0.740985930540045,1.427765155092,172,"NEAT1;PID1;FRY;ARHGEF3;PELI2;AFF1;CELF2;DGKD;CSGALNACT1;CD302;TPD52;RAB11FIP1;IL1RAP;HS2ST1;REV3L;ACVR2A;PIGN;ADA2;PLA2G4A;ATP8B4;DENND2D;CDK5RAP2;GASK1B;GCH1;DENND4C;GOLGA8A;UBXN2B;TREM1;PDE4DIP;HMG20A;ERAP2;POGZ;KCTD12;SP1;PTER;CYP1B1;RBL2;CEMIP;C1RL;MYO1D;ZNF652;SLC25A28;SERPINB9;ACACA;PPP4R2;ABCC3;CYBRD1;IQCG;CCP110;PLN;GSR;CD200;HEXIM1;ERO1A;PTGS2","Immediately Post-flight","PBMC","PBMC","C6"
"ATM_DN.V1_DN",0.0715151515151515,0.245752066115703,0.183023938384487,0.668126804736694,1.25157044183162,128,"CYBB;FCN1;SPTLC2;TFEC;FER;ST3GAL1;MIA2;ZFP36L1;STK17B;WASL;RDX;KCNE1;CD14;XIAP;AZI2;GPSM2;BMPR2;FMO5;AP4S1;STX2;GTF2A1;GMIP;PPIL2;HS3ST3B1;CLEC4E;TXNRD2","Immediately Post-flight","PBMC","PBMC","C6"
"ATM_DN.V1_UP",0.00677917111539457,0.0541358837208215,0.407017918923954,0.71785522589231,1.35294991391685,136,"CD36;NUMB;CSF3R;PTK2B;GAB2;TXK;DYSF;CIITA;F13A1;FCGR2A;TIAM2;XAF1;GRIK1;ADARB1;TREM1;CLCN6;VAV2;NFIC;APBA2;SRD5A1;RGS12;LHPP;ACACA;EPN1","Immediately Post-flight","PBMC","PBMC","C6"
"BCAT.100_UP.V1_DN",0.203241895261845,0.441525496603319,0.103576326612592,0.708482850531545,1.17331828423911,34,"RALGPS2;PRKN;TENT5A;SERGEF;KIAA0319L;KLF10;WASHC3;EXOC3;CPLANE1","Immediately Post-flight","PBMC","PBMC","C6"
"BCAT.100_UP.V1_UP",0.114532019704434,0.304881010199126,0.142901149386948,0.715027583243834,1.22312053845307,46,"RUNX1;MICU1;DUSP6;GCNT1;SASH3;FLVCR2;DNAJC3;LMO2","Immediately Post-flight","PBMC","PBMC","C6"
"BCAT_BILD_ET_AL_DN",0.329643296432964,0.561168639053254,0.0755015292281669,0.64292079828708,1.09695643128169,45,"ZSWIM6;FRYL;CTBP2;RAP1A;PLAGL1;IL1RAP;OSBPL10;ASH1L;LNPEP;RIF1;SRSF1;PRKDC;TUG1;SMURF2;ATP10D;ZNF236;EFR3A;TAF1D;ATP9B;NBPF10;SMAD5;ARHGEF18;PRPF38B;SORL1","Immediately Post-flight","PBMC","PBMC","C6"
"BCAT_GDS748_DN",0.788957055214724,0.871703261010783,0.0340463727579649,0.492667405833372,0.838213658712014,44,"VPS13B;TENT5A;EXOC2;ZBED5;ZNF318;RPS6KA5;LAP3;HSDL2;SLC35E3;BASP1;BMPR1A;CDK5RAP3;CPLANE1;SKP2;KLHL9;RALY","Immediately Post-flight","PBMC","PBMC","C6"
"BCAT_GDS748_UP",0.229064039408867,0.460618955512573,0.0956031492204301,0.673906677374677,1.15277944154015,46,"RUNX1;LEF1;NEDD9;COTL1;AOPEP;GCH1;GCNT1;PDE4D;KCTD12;FAM3C;LMO2;HHEX","Immediately Post-flight","PBMC","PBMC","C6"
"BMI1_DN.V1_DN",0.320388349514563,0.561168639053254,0.0762797180809272,0.590069721887114,1.10425746076415,127,"DPYD;PID1;TRPS1;GAS7;ARHGAP15;CERT1;VAV3;PDE4B;SUCLG2;SSBP2;SH3BGRL;CAB39;GTF2I;PDE5A;ARHGAP12","Immediately Post-flight","PBMC","PBMC","C6"
"BMI1_DN.V1_UP",0.322541966426859,0.561168639053254,0.0753093764172773,0.582753899770401,1.10230689127137,138,"CTSS;CHST11;ITGA4;TRIO;IL7R;LCP1;ATF6;ASPH;KMT2A;ABCA1;ADGRE5;ANPEP;SIRPA;CRISPLD2;ITGA5;BST1;LHFPL2;VNN1;TMEM62;PIEZO1;SLC19A1;SLC2A6;FES;CD82;ACTA2","Immediately Post-flight","PBMC","PBMC","C6"
"BMI1_DN_MEL18_DN.V1_DN",0.567146282973621,0.729188078108941,0.0482149710025565,0.516564251216901,0.977106003280576,138,"DPYD;NEAT1;EVI5;GAS7;VAV3;PDE4B;KLHL2;NSF;PDLIM5;OSBPL10;A2M;PIGN;PDE5A;PDE7B;DDX60","Immediately Post-flight","PBMC","PBMC","C6"
"BMI1_DN_MEL18_DN.V1_UP",0.00279216959983708,0.0326353544825129,0.431707695803346,0.731456209190934,1.37858384192815,136,"ZEB2;CHST11;ITGA4;TRIO;GAB2;IL7R;LCP1;TFEC;KLF7;ASPH;BIRC3;RREB1;KMT2A;OGFRL1;SLC22A4;ADAM19;ABCA1;PLAUR;MAP3K7CL;ADGRE5;PLEKHO1;PIK3CG;RUSC2;CRISPLD2;ITGA5;BST1;LHFPL2;P2RX5;C2CD2;VNN1;PIEZO1;SLC19A1","Immediately Post-flight","PBMC","PBMC","C6"
"BRCA1_DN.V1_DN",0.329683698296837,0.561168639053254,0.0749278818393739,0.587929049246106,1.09874762908703,125,"NRGN;PLBD1;VPS50;MX2;RAPGEF1;EXOC6B;PLEKHO1;INSR;CHD2;ZNF124;ZBTB44;KMT2D;CTDSP1;CYSLTR2;ERO1B;TRAF3;GNA12;GRIP1;GATAD2A;GM2A;ZNF253;CYSLTR1;SPG21;BRCA1;PTCD2;HHAT;GREB1L;SLC3A1;CDK11A;CNIH4;RSAD2;RAB40C;C1orf159;C14orf93;VAMP3;KANSL3;EPB41L5;MSH5;SCARF1;CRYBG2;SNHG20","Immediately Post-flight","PBMC","PBMC","C6"
"BRCA1_DN.V1_UP",0.680048661800487,0.805658373786408,0.0405756447890657,0.48891137607129,0.907261861657669,109,"CLEC7A;ARHGAP15;ZNF780B;VAV1;SP4;SLC16A6;USP9Y;WDR25;AIM2;CDKL5;SLC16A4","Immediately Post-flight","PBMC","PBMC","C6"
"CAHOY_ASTROCYTIC",0.535141800246609,0.715973802930325,0.0521630305460055,0.545144017394004,0.996479964529178,98,"FARS2;CORO1C;RNF24;AQP9;ABCD2;LPGAT1;APP;STK38L;FGD6;COX10;AGPAT4;NCEH1;NIPAL3;ATP1A1;CKAP5;LYRM4;TTYH3;MERTK;PAPSS2;PPARA;VNN1;IMPA2;SPIRE1;BCAT1;SLC27A1;RARRES1","Immediately Post-flight","PBMC","PBMC","C6"
"CAHOY_ASTROGLIAL",0.79901356350185,0.872910771686992,0.0336769978828608,0.454857532217964,0.830764901176073,95,"DYSF;SPATA6;SLF2;INSL6;GLIPR2;TBC1D2B;RASSF4;MYOF;GPHN;ANXA4;CASP1;NUAK2;PSTPIP1;CAPS2;FAS;CP;LGALS3;ACTA2;MRPS6;SLC66A3;OGN;TAGLN;EREG;HMOX1;CLCN4;CRYGS;OMG","Immediately Post-flight","PBMC","PBMC","C6"
"CAHOY_NEURONAL",7.09826832393517e-06,0.00134157271322375,0.610526878385931,0.831051647893632,1.51391271342028,92,"SLC8A1;MEF2C;NRGN;BCL11A;COL19A1;NSF;HSD17B4","Immediately Post-flight","PBMC","PBMC","C6"
"CAHOY_OLIGODENDROCUTIC",0.112207151664612,0.302959309494451,0.144630528034484,0.667626906353062,1.22024485394102,96,"AHR;PRKAG2;LCORL;DOCK10;PSTPIP2;RNASEH2B;PRKCQ;WIPF1;PPP1R21;CLYBL;SERINC5;GAB3;TENM1;KIAA1958;DOCK7;ZNF276;NR2C1;NINJ2;CLN8;IFFO1;P4HA2;RCBTB1;FBP1;ELOVL6;CPOX;CNTNAP2;PUS7;NOCT;SEMA5A;PKIG;DRC3;RNF122;UGT8;AP5Z1","Immediately Post-flight","PBMC","PBMC","C6"
"CAMP_UP.V1_DN",0.576834862385321,0.73056338028169,0.0454059226590179,0.493218343911198,0.968190470495745,196,"ATP2B1;UBE2E2;MS4A6A;FRY;LRRFIP1;GNAQ;PTPRC;CAMK2D;JARID2;NCF2;MAP4K4;BACH2;RAB31;CELF2;RGS18;IL7R;RERE;MBD2;CHST15;BIRC3;EPB41L3;RREB1;FOXN3;ZMIZ1;PLEK;ITSN1;DCAF6;SEL1L3;MAPK1;FUT8;PAM;GLS;NPEPPS;TSC22D1;DST;MFN1;TANC2;TARBP1;AK5;BCL2L13;MYO15B;PTBP3;IL4R;NFATC2;TIMP2;SLC15A2;ETS2;RALGAPA1;ATP2B4;TTYH3;ARHGAP5;ZCCHC14;PFKFB4","Immediately Post-flight","PBMC","PBMC","C6"
"CORDENONSI_YAP_CONSERVED_SIGNATURE",0.425187032418953,0.629098811619718,0.0635007968065945,0.604264282115526,1.05313972374106,57,"ASAP1;MDFIC;CAVIN2;GLS;MARCKS;SGK1;HEXB;CRIM1;TSPAN3;THBS1;NDRG1","Immediately Post-flight","PBMC","PBMC","C6"
"CRX_DN.V1_DN",0.688564476885645,0.808314820691844,0.0400031517498194,0.477838447237546,0.893005476871936,125,"SKAP2;BACH2;CD44;FMN1;FKBP5;CRYBG3;SEL1L3;GLIPR2;KSR1;TRIM13;ACBD6;KLF10;TUBB6;ZDHHC14;ST3GAL3;ANXA2;GNG11;ATP8B2;PTER;CEBPD;EGR1;NAB1;PLEC;DHX32;LIX1","Immediately Post-flight","PBMC","PBMC","C6"
"CRX_DN.V1_UP",0.300970873786408,0.546956684092606,0.0795564677235957,0.597461876901445,1.11809115197541,127,"MEF2C;DOCK8;GAS7;XIST;TAOK3;COL19A1;TMLHE;CSGALNACT2;HCLS1;ST8SIA1;STK17B;TTC39C;UBXN11;CDR2;GPSM2;ARMH4;SNTB2;MDM1;FAM107B;DDHD1;POLG2;BST1;ARHGAP10;RABGEF1;PPP3CC;SH3YL1;SLC24A1;SLC25A25","Immediately Post-flight","PBMC","PBMC","C6"
"CRX_NRL_DN.V1_DN",0.229090909090909,0.460618955512573,0.0946646223153342,0.61726995084788,1.15471851246906,118,"RNF149;NIN;FMN1;ASPH;SLC25A13;RREB1;GTF2I;CRYBG3;PAM;ACBD6;AP2B1;CTBS;ECE1;SGCE;TMEM106B;RASGRF2;PTER;QSOX1;CLIC4;CLPB;ERMAP;EGR1;DNAJC9;PLEC;RTKN2;ADAT2;ZNF146;RIOX2;SLC25A51","Immediately Post-flight","PBMC","PBMC","C6"
"CRX_NRL_DN.V1_UP",0.424096385542169,0.629098811619718,0.0619762736001998,0.557858680470003,1.05241589867596,133,"MEF2C;EXT1;GAS7;XIST;TAOK3;COL19A1;ST3GAL1;RFX2;KMT2C;BBS9;GALNT10;HCLS1;ST8SIA1;STK17B;TTC39C;UBXN11;CDR2;GPSM2;CTIF;SLC16A6;PDE8A;PTPN18;SNTB2;PPARGC1B;POLG2;BST1;ARHGAP10;SLC24A1;SLC25A25;PPARA;CAMK1D;ZC3H3;SNTG2;BCL2L11","Immediately Post-flight","PBMC","PBMC","C6"
"CSR_EARLY_UP.V1_DN",0.0174994997590587,0.0944972986989171,0.352487857583619,0.703498922404511,1.31516524480061,122,"LRRK2;SLC16A7;PHIP;DDX17;C2CD5;ATF7IP;CAVIN2;RABGAP1;ARRDC3;STX16;TAF15;ZNF33A;PDE5A;XAF1;STAT2;FBXO38;UBN2;LTN1;MOSPD2;USP33;LRIG2;TCAIM;ERAP2;SLC9A7;SLC25A46;TRIM56;TXNIP;NPHP3;FBXO25;ELMOD2;YEATS2;DCP1B;ZNF337;ZNF585B;ZFP64;ELMOD3;MRI1;ADAMTSL4;BRD8;ALDH1A1;CDRT4;ZNF302;FUT10;ZNF226;ANKZF1;UFSP2;GTPBP8;CYP2R1;PAN2;SKP2;NDUFAF7;NMT2;MPPE1;RNF20;MINDY1","Immediately Post-flight","PBMC","PBMC","C6"
"CSR_EARLY_UP.V1_UP",0.782918149466192,0.870420766171237,0.0327971189467838,0.442281063089257,0.844080415413477,150,"ETS1;PTPN12;ST3GAL1;ACTR3;NRIP1;PHF20L1;ELK3;KPNA4;PLAUR;KLF10;ZNF800;VGLL4;MOB1B;KLF13;PUM3;MYO9B;CBFB;TENT4A;USP12;HPCAL1;AMD1;FAM107B;CRISPLD2;VTA1;TOP1;MAP2K3;GABPB2;TFG;SMARCA4;ELL;EHD4;C21orf91;RIPK2;CD33;ZBTB2;PTPN1;YWHAG;PTGS2;SEC24A;CHUK;ITPRIPL2;PNP","Immediately Post-flight","PBMC","PBMC","C6"
"CSR_LATE_UP.V1_DN",0.418355184743743,0.629098811619718,0.0621124188949471,0.553605435121152,1.05165476080414,144,"BACH1;SNTB1;SUMF1;DDX60L;SHTN1;TRIM22;TRERF1;TOX;ADAM17;RASSF2;CAVIN2;EXOC6;EPSTI1;PDE5A;XAF1;DPP4;NBEA;TBC1D2B;SOD2;ERMP1;IL1B;RNLS;DRAM1;LONRF1;TP53INP1;P2RX4;APOL3;ME1;SCML1;KIAA0930;LPIN1;STARD4;HHEX;MLLT6;GSN;POR;HMGCR;ELOVL6;KLHL29;PDP1","Immediately Post-flight","PBMC","PBMC","C6"
"CSR_LATE_UP.V1_UP",0.868639053254438,0.91207100591716,0.0275182928235944,0.408957582025743,0.782382141456847,155,"AP1S2;IL7R;HERC4;ITGA6;PDLIM5;PARP11;SLF1;ARHGEF1;CCND3;FARSB;CBFB;NUDCD1;CRISPLD2;HIP1;CASP2;FKBP1A;NETO2;KATNAL1;PSMD14;GYS1;NDC1;MTHFD1;S1PR1;SMS;NUF2;SLC16A3;ACTL6A;UHRF1;RAD18;PPP5C;FANCA;DCBLD1;SLC16A5;PGM2;RPF2;FAM216A","Immediately Post-flight","PBMC","PBMC","C6"
"CTIP_DN.V1_DN",0.721886336154776,0.823935145787611,0.037536290520292,0.464912573055883,0.869735405409718,121,"OXNAD1;TFEC;CHST15;CLMN;EPB41L3;CD53;MGA;INKA2;HIBADH;KPNA1;ARL5A;CEP162;FMO5;SACS;CEMIP;HIP1;TTLL3;SERPINB9;EDEM1;ABCB4;DIP2C;LAIR1;CYBRD1;IQCG;SLC3A1;AMPH;KCNC1;PTGS1;CTNNBIP1;PTGIR;NUP58","Immediately Post-flight","PBMC","PBMC","C6"
"CTIP_DN.V1_UP",0.328467153284672,0.561168639053254,0.0751181635276302,0.592916487794986,1.10530202926462,115,"HDAC9;TUBB1;INSR;CD22;SLC16A4;SP140;ZNF253;CYSLTR1;GNG7;KLHL28;FAM153A;ZNF528;CAMK1;LGALS9","Immediately Post-flight","PBMC","PBMC","C6"
"CYCLIN_D1_KE_.V1_DN",0.0352112676056338,0.140798397040691,0.261663521711573,0.66563637172049,1.28384814976529,175,"PLCG2;SPTLC2;MYO1F;PIP4K2A;ADD3;IL7R;LIMS1;NCKAP1L;POU2F2;CAMK4;MS4A1;PRKCQ;A2M;GAB1;NNT;ATF7;CD53;TFCP2;IFNAR1;NR6A1;ARNT;ADARB1;YLPM1;CD14;ILF3;DNM1L;MX1;AKAP6;CHD8;DELE1;KIAA0040;GART;UBE3A;COG2;BET1;NEDD4;BNIP2;PBX2;ALDH1A1;ATF2;TCIRG1","Immediately Post-flight","PBMC","PBMC","C6"
"CYCLIN_D1_KE_.V1_UP",0.586854460093897,0.734539688461897,0.0456790414930062,0.502386769247572,0.968674676569883,177,"AHR;RUNX1;TRIO;RAB31;TCF12;MGAT5;NRG1;ATXN1;DGKD;CDK6;MARK3;TRIM25;PPP3CB;LPIN2;KCNAB2;KLC1;DCAF7;CDR2;GLB1;DNASE1;ETS2;PLCB2;DAP;PPM1F;HK3;CEBPD;TGFBR2;THOC1;FAM3C;MAN2A2;MPHOSPH6;MAD1L1;CHKA;PIGC;DTNA;LTBR;ALDH3A2;FOXK2;NEK3;KLF4;TSC2;ABLIM1;ZNF787;CASP3;BCL9","Immediately Post-flight","PBMC","PBMC","C6"
"CYCLIN_D1_UP.V1_DN",0.57981220657277,0.73056338028169,0.0462302524077616,0.502831992166688,0.969960687272378,174,"SPTLC2;IFNGR2;ALOX5;AP3B1;MYO1F;IL7R;NCKAP1L;CAMK4;ANK3;TPD52;WWOX;PRKCQ;ATR;GAB1;NNT;TIA1;ATF7;TFCP2;ATP6V1A;PARG;NR6A1;MRE11;ACVR1;BTN2A1;ARNT;YLPM1;ILF3;EMC2;GNS;SCAF11;PUM2;AKAP6;FLOT2;TBC1D31;DELE1;CDKL5;KIAA0040;VASP;PTPN4;ZNF133;CASP2;COG2;CCNG2;PPARA;NEDD4;HDAC2;HPS1;PBX2;EIF4G1;TPM3;ATF2;GYS1;RYK;ASGR2;SYPL1;MFAP3","Immediately Post-flight","PBMC","PBMC","C6"
"DCA_UP.V1_DN",0.0868544600938967,0.26056338028169,0.161978948883402,0.639177872888917,1.23281624073261,175,"MCTP1;NUMB;IPCEF1;ARHGAP15;FGR;IL10RA;MAP3K20;SETBP1;RAB11FIP1;CNTLN;LCOR;LONP2;PPP1R12B;CMC1;TDRD7;SLC6A6;TNRC18;RASSF4;KATNBL1;TG;NOTCH2NLA;DHX57;IRAK4;STEAP1B;ATP10D;FAM204A;LRRC37A2;ZNF248;SP140L;SIRPB1;MNAT1;MSANTD2;NOL8;KMT2D;SNX24;PRPF38B;ACIN1;DCAF17;PPCDC;MAP3K14;ZNF652;ARHGEF9;ANKRD46;TRIM52;TCIRG1;SKIL;GPR137B;SLC16A10;SETD4;MTRF1;POGLUT1;POR;WDR91;VPS52;ALK;KCTD3;MFSD12;DHX35;C2CD2L;TGFBRAP1;NR4A1;AGAP2;TXLNA;LRP5L;CLIC5;ANAPC10;CDK10;MSH5;STAG3;ZNF84","Immediately Post-flight","PBMC","PBMC","C6"
"DCA_UP.V1_UP",0.291079812206573,0.544693906010319,0.0795564677235957,0.578182080929337,1.11325087708891,164,"CLEC7A;CREB5;ATF6;USP6NL;LIMD1;ADAM19;SYNE3;CATSPERB;KIAA0513;WASL;AK5;BTN3A1;CABIN1;MCTP2;WDR25;MX1;VPS39;SERPINA1;CLPB;DNAJC16;CUBN;CASP2;MAPK8;ZNF117;TTLL3;RAI1;ZNF91;IL2RA;BCAS4;CD82;CA6;INO80B;KLHL3;RNASEL;BEST1;SLC66A3","Immediately Post-flight","PBMC","PBMC","C6"
"E2F1_UP.V1_DN",0.03125,0.137413830245584,0.276500599254472,0.662268749952422,1.28897495476994,184,"VCAN;NEAT1;NOTCH2;WDFY2;TANK;ZBTB20;PPP3CA;ITPR2;APBB1IP;EBF1;MCL1;RUNX2;GBP2;CAVIN2;SNAPC3;LCLAT1;CD47;PLA2G4A;XPR1;RSRP1;VPS45;IL6ST;STAT6;BCL6;ZMYND8;TCF4;NHSL1;SASH1;PPTC7;ADARB1;CAPN2;CPT1A;RGS2;PDE4DIP;ANXA4;AMPD3;SGK1;NUMA1;MDN1;UBE2H;CYP1B1;NFKBIZ;RAP2B;MX1;DCAF8;SEMA4B;SCAMP1;SLC11A2","Immediately Post-flight","PBMC","PBMC","C6"
"E2F1_UP.V1_UP",0.412240184757506,0.629098811619718,0.0613026075396207,0.540416816389007,1.05275804939434,185,"RB1;MAPK14;PIP4K2A;BCL2;PBX3;UBR2;LARP4B;E2F3;IVNS1ABP;TPD52;MAP3K3;TLE4;ITSN1;PACS1;PRIM2;RELL1;KPNA1;MSH3;LPIN2;ARHGEF1;PKP4;TRNT1;SIRPA;AGO2;ERMP1;NUP43;SLC20A1;GUF1;CAPRIN2;ADIPOR2;UQCC1;TRAF3;EVL;NAB1","Immediately Post-flight","PBMC","PBMC","C6"
"E2F3_UP.V1_DN",0.039426523297491,0.149032258064516,0.248911114434702,0.672905507654686,1.27575386872257,142,"TLR2;CLEC7A;ZCCHC7;ARL15;KCNQ1OT1;NCKAP1L;CIITA;ADGRE2;MACF1;RAP1A;PVT1;SRGAP2B;TAF15;MARK2;RIF1;NR6A1;STK40;EHMT1;INTS7;DTWD1;ARHGAP18;LINC00662;NACC2;ZNF782;FUBP3;SERPINB1;RUFY2;RARA;GALNTL6;ZC2HC1A;KLHL28;ESF1;ANKRD46;URB1;C16orf74;SLC2A6;SH3TC1;TMEM266;LFNG;PPARD;POLR1A;RAB43;BRCA2","Immediately Post-flight","PBMC","PBMC","C6"
"E2F3_UP.V1_UP",0.386946386946387,0.628089484851714,0.0647943366000727,0.546733200177906,1.06018075486327,181,"LEF1;SNX10;TIAM1;CDK19;EPB41L3;MBOAT1;TMOD2;L3MBTL3;GCH1;ZDHHC14;APOLD1;SMCO4;EGLN1;CHML;MFHAS1;TSHZ1;FAM78A;RASGRP1;NOL4L;GPR160;TSPAN5;LMO2;TM6SF1;BRI3BP;CCP110;EML6;ZFP30;PTCH1;FANCA;GKAP1;CMPK2","Immediately Post-flight","PBMC","PBMC","C6"
"EGFR_UP.V1_DN",0.142690058479532,0.356079404466501,0.122679189568808,0.616719454397609,1.19216031817035,179,"DMXL2;BAZ2B;ADD3;BCL2;SGK3;IGF1R;ATF7IP;PRKACB;ANK3;GTF2I;NRIP1;FTO;ALG13;WIPF1;DCAF6;KRIT1;ELOVL5;CBR4;LTN1;DERA;AOPEP;IFI44;TENM1;TRIM24;POT1;ITPRID2;TBL1XR1;GOLGA8A;DDX60;MARF1;ANGEL2;CARF;TMEM106B;RUFY1;POLI;MAFB;INPP5F;CTSH;EPB41L2;PCMTD2;IFI44L;AGL;BRCC3;NUP205;PRKD3;RASGRP1;FANCL;EPS8;TSPAN5;HERC6;RNF43;EIF2S3;SYCP2;METTL3;CSTA;CASP6;GRB10;GPATCH1;NDC1;CBFA2T3;HIRA;BMERB1;TCAF1;GALC;CLK4","Immediately Post-flight","PBMC","PBMC","C6"
"EGFR_UP.V1_UP",0.00258734356728094,0.0326353544825129,0.431707695803346,0.706805061510734,1.37689038403732,185,"PTPRE;FNDC3B;EXT1;TNFAIP8;SAT1;SPTLC2;HIVEP2;MAP3K5;VAV3;LPP;PDE4B;S100A9;RAB27A;TNS3;ARID5B;S100A8;TBC1D8;ATXN1;SGMS1;ASPH;GBP2;NT5C2;MBNL2;CSGALNACT1;ARAP2;PLAGL1;CARMIL1;RHOQ;PCDH9;A2M;DUSP6;ELK3;RPS6KA3;LPAR6;SEL1L3;SUSD6;COTL1;MGAT4A;GK;KTN1;CAPN2;SLC4A7;GCNT1;IL4R;HK2;AGO2;SMCO4;ETS2;CYP1B1;MAP2K4;SAMD4A;CEMIP;CRISPLD2;DRAM1;GBP1;CEBPD;PAPSS2;SNX16;IGF2BP2;EGLN3;WIPI1;LHFPL2;PGM3","Immediately Post-flight","PBMC","PBMC","C6"
